,NO_4_SE_2,SE_2_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export,gap_filling_method,bidding_zone,source_download_date
2026-01-26 22:00:00+00:00,133.725,0.0,1073.125,0.0,0.0,23.15,133.725,1073.125,-23.15,1183.6999999999998,None,NO_4,2026-04-23
2026-01-26 23:00:00+00:00,74.575,0.0,1147.825,0.0,0.025,3.425,74.575,1147.825,-3.4,1219.0,None,NO_4,2026-04-23
2026-01-27 00:00:00+00:00,86.175,0.0,1154.0,0.0,0.0,1.9,86.175,1154.0,-1.9,1238.2749999999999,None,NO_4,2026-04-23
2026-01-27 01:00:00+00:00,87.45,0.0,1191.45,0.0,0.0,1.175,87.45,1191.45,-1.175,1277.7250000000001,None,NO_4,2026-04-23
2026-01-27 02:00:00+00:00,100.075,0.0,1183.275,0.0,0.0,2.075,100.075,1183.275,-2.075,1281.275,None,NO_4,2026-04-23
2026-01-27 03:00:00+00:00,76.575,0.0,1186.35,0.0,0.0,2.375,76.575,1186.35,-2.375,1260.55,None,NO_4,2026-04-23
2026-01-27 04:00:00+00:00,32.1,0.0,1170.75,0.0,0.0,9.125,32.1,1170.75,-9.125,1193.725,None,NO_4,2026-04-23
2026-01-27 05:00:00+00:00,3.6,11.775,1124.325,0.0,0.0,0.8,-8.175,1124.325,-0.8,1115.3500000000001,None,NO_4,2026-04-23
2026-01-27 06:00:00+00:00,0.0,19.1,1018.95,0.0,0.0,1.55,-19.1,1018.95,-1.55,998.3000000000001,None,NO_4,2026-04-23
2026-01-27 07:00:00+00:00,0.0,11.625,961.35,0.0,0.0,0.1,-11.625,961.35,-0.1,949.625,None,NO_4,2026-04-23
2026-01-27 08:00:00+00:00,0.0,13.55,950.3,0.0,0.025,0.125,-13.55,950.3,-0.1,936.65,None,NO_4,2026-04-23
2026-01-27 09:00:00+00:00,0.0,12.0,967.15,0.0,0.0,0.0,-12.0,967.15,0.0,955.15,None,NO_4,2026-04-23
2026-01-27 10:00:00+00:00,0.0,9.525,985.9,0.0,0.0,0.0,-9.525,985.9,0.0,976.375,None,NO_4,2026-04-23
2026-01-27 11:00:00+00:00,8.1,0.0,972.475,0.0,0.0,0.0,8.1,972.475,0.0,980.575,None,NO_4,2026-04-23
2026-01-27 12:00:00+00:00,10.525,0.0,965.425,0.0,0.0,0.0,10.525,965.425,0.0,975.9499999999999,None,NO_4,2026-04-23
2026-01-27 13:00:00+00:00,140.275,0.0,856.8,0.0,0.0,0.0,140.275,856.8,0.0,997.0749999999999,None,NO_4,2026-04-23
2026-01-27 14:00:00+00:00,246.775,0.0,708.9,0.0,0.0,0.0,246.775,708.9,0.0,955.675,None,NO_4,2026-04-23
2026-01-27 15:00:00+00:00,419.675,0.0,601.0,0.0,0.0,0.0,419.675,601.0,0.0,1020.675,None,NO_4,2026-04-23
2026-01-27 16:00:00+00:00,613.4,0.0,429.625,0.0,0.0,0.0,613.4,429.625,0.0,1043.025,None,NO_4,2026-04-23
2026-01-27 17:00:00+00:00,648.925,0.0,399.375,0.0,0.0,0.0,648.925,399.375,0.0,1048.3,None,NO_4,2026-04-23
2026-01-27 18:00:00+00:00,673.85,0.0,368.3,0.0,0.0,0.0,673.85,368.3,0.0,1042.15,None,NO_4,2026-04-23
2026-01-27 19:00:00+00:00,580.325,0.0,419.9,0.0,0.0,0.0,580.325,419.9,0.0,1000.225,None,NO_4,2026-04-23
2026-01-27 20:00:00+00:00,776.8,0.0,276.175,0.0,0.0,0.0,776.8,276.175,0.0,1052.975,None,NO_4,2026-04-23
2026-01-27 21:00:00+00:00,874.85,0.0,203.85,0.0,0.0,0.0,874.85,203.85,0.0,1078.7,None,NO_4,2026-04-23
2026-01-27 22:00:00+00:00,989.85,0.0,144.075,0.0,0.0,0.0,989.85,144.075,0.0,1133.925,None,NO_4,2026-04-23
2026-01-27 23:00:00+00:00,520.2,0.0,524.8,0.0,0.0,0.175,520.2,524.8,-0.175,1044.825,None,NO_4,2026-04-23
2026-01-28 00:00:00+00:00,596.55,0.0,474.3,0.0,0.0,0.0,596.55,474.3,0.0,1070.85,None,NO_4,2026-04-23
2026-01-28 01:00:00+00:00,629.625,0.0,452.775,0.0,0.0,5.325,629.625,452.775,-5.325,1077.075,None,NO_4,2026-04-23
2026-01-28 02:00:00+00:00,601.825,0.0,484.45,0.0,0.0,8.3,601.825,484.45,-8.3,1077.9750000000001,None,NO_4,2026-04-23
2026-01-28 03:00:00+00:00,564.375,0.0,500.575,0.0,0.0,3.625,564.375,500.575,-3.625,1061.325,None,NO_4,2026-04-23
2026-01-28 04:00:00+00:00,441.425,0.0,564.15,0.0,0.0,0.0,441.425,564.15,0.0,1005.575,None,NO_4,2026-04-23
2026-01-28 05:00:00+00:00,232.925,0.0,675.9,0.0,0.0,0.0,232.925,675.9,0.0,908.825,None,NO_4,2026-04-23
2026-01-28 06:00:00+00:00,100.1,0.0,770.05,0.0,0.0,0.1,100.1,770.05,-0.1,870.05,None,NO_4,2026-04-23
2026-01-28 07:00:00+00:00,0.0,2.4,864.1,0.0,0.0,0.0,-2.4,864.1,0.0,861.7,None,NO_4,2026-04-23
2026-01-28 08:00:00+00:00,0.0,12.55,780.075,0.0,0.025,0.0,-12.55,780.075,0.025,767.5500000000001,None,NO_4,2026-04-23
2026-01-28 09:00:00+00:00,0.0,100.075,904.825,0.0,0.0,3.45,-100.075,904.825,-3.45,801.3,None,NO_4,2026-04-23
2026-01-28 10:00:00+00:00,0.0,83.8,903.225,0.0,0.0,34.425,-83.8,903.225,-34.425,785.0000000000001,None,NO_4,2026-04-23
2026-01-28 11:00:00+00:00,0.0,104.125,911.05,0.0,0.0,3.2,-104.125,911.05,-3.2,803.7249999999999,None,NO_4,2026-04-23
2026-01-28 12:00:00+00:00,0.0,22.0,838.0,0.0,0.0,0.225,-22.0,838.0,-0.225,815.775,None,NO_4,2026-04-23
2026-01-28 13:00:00+00:00,0.0,15.5,816.275,0.0,0.0,0.3,-15.5,816.275,-0.3,800.475,None,NO_4,2026-04-23
2026-01-28 14:00:00+00:00,0.0,19.475,782.275,0.0,0.0,0.075,-19.475,782.275,-0.075,762.7249999999999,None,NO_4,2026-04-23
2026-01-28 15:00:00+00:00,0.0,7.175,784.3,0.0,0.125,0.2,-7.175,784.3,-0.07500000000000001,777.05,None,NO_4,2026-04-23
2026-01-28 16:00:00+00:00,0.0,0.1,794.475,0.0,0.0,0.075,-0.1,794.475,-0.075,794.3,None,NO_4,2026-04-23
2026-01-28 17:00:00+00:00,0.0,0.275,787.075,0.0,0.0,0.0,-0.275,787.075,0.0,786.8000000000001,None,NO_4,2026-04-23
2026-01-28 18:00:00+00:00,0.0,2.45,812.35,0.0,0.0,17.9,-2.45,812.35,-17.9,792.0,None,NO_4,2026-04-23
2026-01-28 19:00:00+00:00,0.0,13.575,791.85,0.0,6.4,0.05,-13.575,791.85,6.3500000000000005,784.625,None,NO_4,2026-04-23
2026-01-28 20:00:00+00:00,0.0,0.0,804.625,0.0,0.0,0.0,0.0,804.625,0.0,804.625,None,NO_4,2026-04-23
2026-01-28 21:00:00+00:00,0.0,1.575,831.05,0.0,0.0,0.0,-1.575,831.05,0.0,829.4749999999999,None,NO_4,2026-04-23
2026-01-28 22:00:00+00:00,0.025,3.4,870.65,0.0,0.0,0.7,-3.375,870.65,-0.7,866.5749999999999,None,NO_4,2026-04-23
2026-01-28 23:00:00+00:00,0.0,5.625,897.5,0.0,0.0,10.175,-5.625,897.5,-10.175,881.7,None,NO_4,2026-04-23
2026-01-29 00:00:00+00:00,0.0,4.0,945.1,0.0,0.0,5.225,-4.0,945.1,-5.225,935.875,None,NO_4,2026-04-23
2026-01-29 01:00:00+00:00,0.0,5.05,982.85,0.0,0.0,4.325,-5.05,982.85,-4.325,973.475,None,NO_4,2026-04-23
2026-01-29 02:00:00+00:00,0.0,9.025,1023.725,0.0,0.0,7.975,-9.025,1023.725,-7.975,1006.725,None,NO_4,2026-04-23
2026-01-29 03:00:00+00:00,0.0,11.9,1053.7,0.0,0.0,11.85,-11.9,1053.7,-11.85,1029.95,None,NO_4,2026-04-23
2026-01-29 04:00:00+00:00,0.0,10.5,1037.4,0.0,0.0,0.2,-10.5,1037.4,-0.2,1026.7,None,NO_4,2026-04-23
2026-01-29 05:00:00+00:00,9.975,5.1,968.25,0.0,0.0,9.475,4.875,968.25,-9.475,963.65,None,NO_4,2026-04-23
2026-01-29 06:00:00+00:00,184.8,0.0,790.125,0.0,0.0,0.325,184.8,790.125,-0.325,974.5999999999999,None,NO_4,2026-04-23
2026-01-29 07:00:00+00:00,112.875,0.0,845.35,0.0,0.0,26.1,112.875,845.35,-26.1,932.125,None,NO_4,2026-04-23
2026-01-29 08:00:00+00:00,203.1,0.0,744.35,0.0,0.0,56.75,203.1,744.35,-56.75,890.7,None,NO_4,2026-04-23
2026-01-29 09:00:00+00:00,139.575,0.0,774.65,0.0,0.0,9.4,139.575,774.65,-9.4,904.8249999999999,None,NO_4,2026-04-23
2026-01-29 10:00:00+00:00,222.975,0.0,743.0,0.0,0.0,9.3,222.975,743.0,-9.3,956.6750000000001,None,NO_4,2026-04-23
2026-01-29 11:00:00+00:00,275.55,0.0,697.15,0.0,0.0,10.875,275.55,697.15,-10.875,961.825,None,NO_4,2026-04-23
2026-01-29 12:00:00+00:00,259.9,0.0,707.975,0.0,0.0,0.0,259.9,707.975,0.0,967.875,None,NO_4,2026-04-23
2026-01-29 13:00:00+00:00,275.825,0.0,651.8,0.0,0.0,0.0,275.825,651.8,0.0,927.625,None,NO_4,2026-04-23
2026-01-29 14:00:00+00:00,292.85,0.0,643.475,0.0,0.0,0.0,292.85,643.475,0.0,936.325,None,NO_4,2026-04-23
2026-01-29 15:00:00+00:00,286.5,0.0,681.1,0.0,0.0,0.25,286.5,681.1,-0.25,967.35,None,NO_4,2026-04-23
2026-01-29 16:00:00+00:00,311.525,0.0,691.375,0.0,0.0,4.925,311.525,691.375,-4.925,997.975,None,NO_4,2026-04-23
2026-01-29 17:00:00+00:00,428.0,0.0,612.375,0.0,0.0,10.825,428.0,612.375,-10.825,1029.55,None,NO_4,2026-04-23
2026-01-29 18:00:00+00:00,350.85,0.0,675.35,0.0,0.025,0.0,350.85,675.35,0.025,1026.2250000000001,None,NO_4,2026-04-23
2026-01-29 19:00:00+00:00,280.4,0.0,740.35,0.0,0.0,0.0,280.4,740.35,0.0,1020.75,None,NO_4,2026-04-23
2026-01-29 20:00:00+00:00,303.775,0.0,719.375,0.0,0.0,0.0,303.775,719.375,0.0,1023.15,None,NO_4,2026-04-23
2026-01-29 21:00:00+00:00,330.45,0.0,741.05,0.0,0.0,0.0,330.45,741.05,0.0,1071.5,None,NO_4,2026-04-23
2026-01-29 22:00:00+00:00,442.0,0.0,641.825,0.0,0.0,0.0,442.0,641.825,0.0,1083.825,None,NO_4,2026-04-23
2026-01-29 23:00:00+00:00,222.6,0.0,861.275,0.0,0.0,0.0,222.6,861.275,0.0,1083.875,None,NO_4,2026-04-23
2026-01-30 00:00:00+00:00,289.175,0.0,818.025,0.0,0.0,2.85,289.175,818.025,-2.85,1104.3500000000001,None,NO_4,2026-04-23
2026-01-30 01:00:00+00:00,230.7,0.0,851.025,0.0,0.0,3.8,230.7,851.025,-3.8,1077.925,None,NO_4,2026-04-23
2026-01-30 02:00:00+00:00,278.775,0.0,845.05,0.0,0.0,0.0,278.775,845.05,0.0,1123.8249999999998,None,NO_4,2026-04-23
2026-01-30 03:00:00+00:00,87.3,1.15,1094.375,0.0,0.0,0.0,86.14999999999999,1094.375,0.0,1180.525,None,NO_4,2026-04-23
2026-01-30 04:00:00+00:00,0.0,2.125,1039.8,0.0,0.0,0.0,-2.125,1039.8,0.0,1037.675,None,NO_4,2026-04-23
2026-01-30 05:00:00+00:00,15.075,0.0,967.5,0.0,15.425,0.0,15.075,967.5,15.425,998.0,None,NO_4,2026-04-23
2026-01-30 06:00:00+00:00,11.05,0.875,991.15,0.0,3.9,0.0,10.175,991.15,3.9,1005.2249999999999,None,NO_4,2026-04-23
2026-01-30 07:00:00+00:00,1.425,4.425,839.775,0.0,3.0,0.05,-3.0,839.775,2.95,839.725,None,NO_4,2026-04-23
2026-01-30 08:00:00+00:00,0.0,7.425,796.925,0.0,0.0,65.8,-7.425,796.925,-65.8,723.7,None,NO_4,2026-04-23
2026-01-30 09:00:00+00:00,0.0,3.05,734.5,0.0,0.0,0.1,-3.05,734.5,-0.1,731.35,None,NO_4,2026-04-23
2026-01-30 10:00:00+00:00,0.0,0.0,732.125,0.0,0.0,0.0,0.0,732.125,0.0,732.125,None,NO_4,2026-04-23
2026-01-30 11:00:00+00:00,0.0,1.575,735.65,0.0,0.0,1.575,-1.575,735.65,-1.575,732.4999999999999,None,NO_4,2026-04-23
2026-01-30 12:00:00+00:00,0.0,2.525,782.9,0.0,0.0,29.35,-2.525,782.9,-29.35,751.025,None,NO_4,2026-04-23
2026-01-30 13:00:00+00:00,0.0,0.0,759.875,0.0,13.95,0.0,0.0,759.875,13.95,773.825,None,NO_4,2026-04-23
2026-01-30 14:00:00+00:00,0.0,0.0,799.0,0.0,13.8,0.0,0.0,799.0,13.8,812.8,None,NO_4,2026-04-23
2026-01-30 15:00:00+00:00,0.0,0.0,816.9,0.0,12.475,0.0,0.0,816.9,12.475,829.375,None,NO_4,2026-04-23
2026-01-30 16:00:00+00:00,27.725,0.0,856.25,0.0,11.3,0.0,27.725,856.25,11.3,895.275,None,NO_4,2026-04-23
2026-01-30 17:00:00+00:00,39.8,0.0,798.075,0.0,11.2,0.0,39.8,798.075,11.2,849.075,None,NO_4,2026-04-23
2026-01-30 18:00:00+00:00,43.9,0.0,903.4,0.0,7.525,0.0,43.9,903.4,7.525,954.8249999999999,None,NO_4,2026-04-23
2026-01-30 19:00:00+00:00,3.925,0.0,933.925,0.0,0.0,0.0,3.925,933.925,0.0,937.8499999999999,None,NO_4,2026-04-23
2026-01-30 20:00:00+00:00,61.675,0.0,916.5,0.0,0.0,0.0,61.675,916.5,0.0,978.175,None,NO_4,2026-04-23
2026-01-30 21:00:00+00:00,33.4,0.0,957.375,0.0,0.0,0.0,33.4,957.375,0.0,990.775,None,NO_4,2026-04-23
2026-01-30 22:00:00+00:00,11.9,0.0,992.45,0.0,24.375,0.0,11.9,992.45,24.375,1028.725,None,NO_4,2026-04-23
2026-01-30 23:00:00+00:00,17.275,0.025,1044.45,0.0,13.55,0.0,17.25,1044.45,13.55,1075.25,None,NO_4,2026-04-23
2026-01-31 00:00:00+00:00,87.3,0.0,1035.2,0.0,1.85,0.075,87.3,1035.2,1.7750000000000001,1124.275,None,NO_4,2026-04-23
2026-01-31 01:00:00+00:00,58.85,0.075,1109.075,0.0,165.525,0.0,58.775,1109.075,165.525,1333.3750000000002,None,NO_4,2026-04-23
2026-01-31 02:00:00+00:00,5.35,0.0,1044.3,0.0,247.7,0.0,5.35,1044.3,247.7,1297.35,None,NO_4,2026-04-23
2026-01-31 03:00:00+00:00,2.05,0.075,861.475,0.0,385.5,0.0,1.9749999999999999,861.475,385.5,1248.95,None,NO_4,2026-04-23
2026-01-31 04:00:00+00:00,6.85,0.0,938.9,0.0,303.525,0.0,6.85,938.9,303.525,1249.275,None,NO_4,2026-04-23
2026-01-31 05:00:00+00:00,6.05,0.0,846.95,0.0,392.625,0.0,6.05,846.95,392.625,1245.625,None,NO_4,2026-04-23
2026-01-31 06:00:00+00:00,5.25,0.0,1044.0,0.0,158.225,0.0,5.25,1044.0,158.225,1207.475,None,NO_4,2026-04-23
2026-01-31 07:00:00+00:00,0.65,0.0,1033.175,0.0,206.125,0.0,0.65,1033.175,206.125,1239.95,None,NO_4,2026-04-23
2026-01-31 08:00:00+00:00,0.0,0.3,987.225,0.0,233.8,0.0,-0.3,987.225,233.8,1220.7250000000001,None,NO_4,2026-04-23
2026-01-31 09:00:00+00:00,1.95,0.075,1070.275,0.0,124.2,0.0,1.875,1070.275,124.2,1196.3500000000001,None,NO_4,2026-04-23
2026-01-31 10:00:00+00:00,0.0,0.3,1167.75,0.0,6.725,0.0,-0.3,1167.75,6.725,1174.175,None,NO_4,2026-04-23
2026-01-31 11:00:00+00:00,0.0,0.3,1163.675,0.0,0.0,0.0,-0.3,1163.675,0.0,1163.375,None,NO_4,2026-04-23
2026-01-31 12:00:00+00:00,3.6,0.0,917.05,0.0,226.775,0.0,3.6,917.05,226.775,1147.425,None,NO_4,2026-04-23
2026-01-31 13:00:00+00:00,0.625,0.225,954.125,0.0,129.85,0.0,0.4,954.125,129.85,1084.375,None,NO_4,2026-04-23
2026-01-31 14:00:00+00:00,0.0,0.225,957.95,0.0,97.7,0.0,-0.225,957.95,97.7,1055.425,None,NO_4,2026-04-23
2026-01-31 15:00:00+00:00,0.4,0.075,934.975,0.0,58.95,0.0,0.325,934.975,58.95,994.2500000000001,None,NO_4,2026-04-23
2026-01-31 16:00:00+00:00,5.525,0.0,865.925,0.0,0.0,17.675,5.525,865.925,-17.675,853.775,None,NO_4,2026-04-23
2026-01-31 17:00:00+00:00,1.65,0.0,959.475,0.0,0.0,13.825,1.65,959.475,-13.825,947.3,None,NO_4,2026-04-23
2026-01-31 18:00:00+00:00,1.6,0.15,969.5,0.0,0.0,139.425,1.4500000000000002,969.5,-139.425,831.5250000000001,None,NO_4,2026-04-23
2026-01-31 19:00:00+00:00,2.0,0.075,1003.3,0.0,0.0,186.95,1.925,1003.3,-186.95,818.2749999999999,None,NO_4,2026-04-23
2026-01-31 20:00:00+00:00,3.775,0.0,995.8,0.0,0.0,217.975,3.775,995.8,-217.975,781.5999999999999,None,NO_4,2026-04-23
2026-01-31 21:00:00+00:00,6.575,0.0,1009.775,0.0,0.0,241.75,6.575,1009.775,-241.75,774.6,None,NO_4,2026-04-23
2026-01-31 22:00:00+00:00,7.0,0.0,1001.325,0.0,0.0,180.025,7.0,1001.325,-180.025,828.3000000000001,None,NO_4,2026-04-23
2026-01-31 23:00:00+00:00,0.0,0.325,936.325,0.0,0.0,388.55,-0.325,936.325,-388.55,547.45,None,NO_4,2026-04-23
2026-02-01 00:00:00+00:00,0.0,0.3,998.825,0.0,0.0,336.875,-0.3,998.825,-336.875,661.6500000000001,None,NO_4,2026-04-23
2026-02-01 01:00:00+00:00,0.0,0.275,1038.075,0.0,0.0,273.75,-0.275,1038.075,-273.75,764.05,None,NO_4,2026-04-23
2026-02-01 02:00:00+00:00,0.125,0.225,1057.95,0.0,0.0,209.375,-0.1,1057.95,-209.375,848.4750000000001,None,NO_4,2026-04-23
2026-02-01 03:00:00+00:00,0.0,0.3,1071.15,0.0,0.0,98.175,-0.3,1071.15,-98.175,972.6750000000002,None,NO_4,2026-04-23
2026-02-01 04:00:00+00:00,0.0,0.325,1095.6,0.0,0.0,124.4,-0.325,1095.6,-124.4,970.8749999999999,None,NO_4,2026-04-23
2026-02-01 05:00:00+00:00,0.0,0.3,1097.675,0.0,0.0,141.075,-0.3,1097.675,-141.075,956.3,None,NO_4,2026-04-23
2026-02-01 06:00:00+00:00,0.0,0.325,1152.025,0.0,0.0,148.95,-0.325,1152.025,-148.95,1002.75,None,NO_4,2026-04-23
2026-02-01 07:00:00+00:00,0.0,0.3,1144.825,0.0,0.0,130.675,-0.3,1144.825,-130.675,1013.8500000000001,None,NO_4,2026-04-23
2026-02-01 08:00:00+00:00,0.0,0.0,1190.55,0.0,0.0,138.075,0.0,1190.55,-138.075,1052.475,None,NO_4,2026-04-23
2026-02-01 09:00:00+00:00,0.0,0.0,1124.05,0.0,0.0,126.9,0.0,1124.05,-126.9,997.15,None,NO_4,2026-04-23
2026-02-01 10:00:00+00:00,0.0,0.0,1085.05,0.0,0.0,116.8,0.0,1085.05,-116.8,968.25,None,NO_4,2026-04-23
2026-02-01 11:00:00+00:00,0.0,0.95,1082.025,0.0,0.0,51.175,-0.95,1082.025,-51.175,1029.9,None,NO_4,2026-04-23
2026-02-01 12:00:00+00:00,0.0,0.375,1146.425,0.0,0.0,177.6,-0.375,1146.425,-177.6,968.4499999999999,None,NO_4,2026-04-23
2026-02-01 13:00:00+00:00,0.0,0.0,1146.625,0.0,0.0,127.75,0.0,1146.625,-127.75,1018.875,None,NO_4,2026-04-23
2026-02-01 14:00:00+00:00,0.0,0.0,1206.0,0.0,0.0,186.475,0.0,1206.0,-186.475,1019.525,None,NO_4,2026-04-23
2026-02-01 15:00:00+00:00,0.05,0.075,1267.1,0.0,0.0,225.825,-0.024999999999999994,1267.1,-225.825,1041.2499999999998,None,NO_4,2026-04-23
2026-02-01 16:00:00+00:00,0.175,0.0,1255.925,0.0,0.0,231.85,0.175,1255.925,-231.85,1024.25,None,NO_4,2026-04-23
2026-02-01 17:00:00+00:00,0.4,0.0,1216.925,0.0,0.0,166.6,0.4,1216.925,-166.6,1050.7250000000001,None,NO_4,2026-04-23
2026-02-01 18:00:00+00:00,0.0,0.0,1136.65,0.0,0.0,84.15,0.0,1136.65,-84.15,1052.5,None,NO_4,2026-04-23
2026-02-01 19:00:00+00:00,0.0,0.0,1113.0,0.0,0.0,79.325,0.0,1113.0,-79.325,1033.675,None,NO_4,2026-04-23
2026-02-01 20:00:00+00:00,0.025,0.0,1102.45,0.0,0.0,18.0,0.025,1102.45,-18.0,1084.4750000000001,None,NO_4,2026-04-23
2026-02-01 21:00:00+00:00,0.0,4.9,1102.65,0.0,0.0,3.75,-4.9,1102.65,-3.75,1094.0,None,NO_4,2026-04-23
2026-02-01 22:00:00+00:00,0.0,0.0,1081.45,0.0,0.0,3.75,0.0,1081.45,-3.75,1077.7,None,NO_4,2026-04-23
2026-02-01 23:00:00+00:00,138.35,0.0,968.05,0.0,0.0,10.65,138.35,968.05,-10.65,1095.7499999999998,None,NO_4,2026-04-23
2026-02-02 00:00:00+00:00,144.2,0.0,938.95,0.0,0.0,0.375,144.2,938.95,-0.375,1082.775,None,NO_4,2026-04-23
2026-02-02 01:00:00+00:00,106.05,0.0,921.2,0.0,0.0,0.0,106.05,921.2,0.0,1027.25,None,NO_4,2026-04-23
2026-02-02 02:00:00+00:00,0.0,0.0,981.975,0.0,0.0,0.0,0.0,981.975,0.0,981.975,None,NO_4,2026-04-23
2026-02-02 03:00:00+00:00,11.925,0.0,1014.525,0.0,27.425,0.0,11.925,1014.525,27.425,1053.875,None,NO_4,2026-04-23
2026-02-02 04:00:00+00:00,0.0,0.0,952.9,0.0,20.55,0.0,0.0,952.9,20.55,973.4499999999999,None,NO_4,2026-04-23
2026-02-02 05:00:00+00:00,0.0,0.0,956.4,0.0,0.0,4.0,0.0,956.4,-4.0,952.4,None,NO_4,2026-04-23
2026-02-02 06:00:00+00:00,0.0,0.8,1021.075,0.0,0.0,4.575,-0.8,1021.075,-4.575,1015.7,None,NO_4,2026-04-23
2026-02-02 07:00:00+00:00,0.0,2.425,864.575,0.0,0.15,0.15,-2.425,864.575,0.0,862.1500000000001,None,NO_4,2026-04-23
2026-02-02 08:00:00+00:00,0.0,15.55,1042.8,0.0,0.0,119.85,-15.55,1042.8,-119.85,907.4,None,NO_4,2026-04-23
2026-02-02 09:00:00+00:00,0.0,20.675,910.125,0.0,0.0,31.575,-20.675,910.125,-31.575,857.875,None,NO_4,2026-04-23
2026-02-02 10:00:00+00:00,0.0,17.475,898.9,0.0,1.425,0.025,-17.475,898.9,1.4000000000000001,882.8249999999999,None,NO_4,2026-04-23
2026-02-02 11:00:00+00:00,0.0,35.325,920.75,0.0,0.0,0.25,-35.325,920.75,-0.25,885.175,None,NO_4,2026-04-23
2026-02-02 12:00:00+00:00,0.0,23.875,986.325,0.0,0.0,0.375,-23.875,986.325,-0.375,962.075,None,NO_4,2026-04-23
2026-02-02 13:00:00+00:00,0.0,23.225,1005.75,0.0,0.0,10.425,-23.225,1005.75,-10.425,972.1,None,NO_4,2026-04-23
2026-02-02 14:00:00+00:00,0.0,4.425,1013.35,0.0,0.0,21.75,-4.425,1013.35,-21.75,987.1750000000001,None,NO_4,2026-04-23
2026-02-02 15:00:00+00:00,0.0,2.225,1014.225,0.0,0.0,0.35,-2.225,1014.225,-0.35,1011.65,None,NO_4,2026-04-23
2026-02-02 16:00:00+00:00,0.0,0.75,1052.275,0.0,0.0,0.35,-0.75,1052.275,-0.35,1051.1750000000002,None,NO_4,2026-04-23
2026-02-02 17:00:00+00:00,0.0,0.6,1070.05,0.0,0.0,2.0,-0.6,1070.05,-2.0,1067.45,None,NO_4,2026-04-23
2026-02-02 18:00:00+00:00,0.0,0.275,1081.55,0.0,0.0,9.4,-0.275,1081.55,-9.4,1071.8749999999998,None,NO_4,2026-04-23
2026-02-02 19:00:00+00:00,0.0,0.0,1135.65,0.0,0.0,90.575,0.0,1135.65,-90.575,1045.075,None,NO_4,2026-04-23
2026-02-02 20:00:00+00:00,0.0,0.0,1150.275,0.0,0.0,88.275,0.0,1150.275,-88.275,1062.0,None,NO_4,2026-04-23
2026-02-02 21:00:00+00:00,0.0,0.0,1174.45,0.0,0.0,58.4,0.0,1174.45,-58.4,1116.05,None,NO_4,2026-04-23
2026-02-02 22:00:00+00:00,0.0,0.0,1222.175,0.0,0.0,23.65,0.0,1222.175,-23.65,1198.5249999999999,None,NO_4,2026-04-23
2026-02-02 23:00:00+00:00,0.0,0.0,1256.85,0.0,0.0,7.65,0.0,1256.85,-7.65,1249.1999999999998,None,NO_4,2026-04-23
2026-02-03 00:00:00+00:00,0.0,0.35,1309.675,0.0,0.0,0.7,-0.35,1309.675,-0.7,1308.625,None,NO_4,2026-04-23
2026-02-03 01:00:00+00:00,0.0,0.8,1345.35,0.0,0.0,0.0,-0.8,1345.35,0.0,1344.55,None,NO_4,2026-04-23
2026-02-03 02:00:00+00:00,0.0,8.375,1360.225,0.0,0.0,4.1,-8.375,1360.225,-4.1,1347.75,None,NO_4,2026-04-23
2026-02-03 03:00:00+00:00,0.0,8.3,1371.925,0.0,0.0,6.375,-8.3,1371.925,-6.375,1357.25,None,NO_4,2026-04-23
2026-02-03 04:00:00+00:00,0.0,0.0,1354.3,0.0,0.0,29.9,0.0,1354.3,-29.9,1324.3999999999999,None,NO_4,2026-04-23
2026-02-03 05:00:00+00:00,0.0,7.675,1295.375,0.0,0.0,31.95,-7.675,1295.375,-31.95,1255.75,None,NO_4,2026-04-23
2026-02-03 06:00:00+00:00,0.0,29.925,1287.975,0.0,0.0,0.35,-29.925,1287.975,-0.35,1257.7,None,NO_4,2026-04-23
2026-02-03 07:00:00+00:00,0.0,0.175,975.1,0.0,0.0,0.175,-0.175,975.1,-0.175,974.7500000000001,None,NO_4,2026-04-23
2026-02-03 08:00:00+00:00,0.0,0.1,988.425,0.0,0.0,0.05,-0.1,988.425,-0.05,988.275,None,NO_4,2026-04-23
2026-02-03 09:00:00+00:00,0.025,0.15,995.425,0.0,0.1,0.125,-0.125,995.425,-0.024999999999999994,995.275,None,NO_4,2026-04-23
2026-02-03 10:00:00+00:00,1.0,0.0,996.9,0.0,0.5,0.0,1.0,996.9,0.5,998.4,None,NO_4,2026-04-23
2026-02-03 11:00:00+00:00,0.0,0.0,997.95,0.0,0.0,0.0,0.0,997.95,0.0,997.95,None,NO_4,2026-04-23
2026-02-03 12:00:00+00:00,0.0,0.0,996.775,0.0,0.0,0.0,0.0,996.775,0.0,996.775,None,NO_4,2026-04-23
2026-02-03 13:00:00+00:00,0.0,0.0,997.3,0.0,0.0,0.15,0.0,997.3,-0.15,997.15,None,NO_4,2026-04-23
2026-02-03 14:00:00+00:00,0.975,0.0,996.6,0.0,0.075,0.05,0.975,996.6,0.024999999999999994,997.6,None,NO_4,2026-04-23
